Word,Certainty,NumWords,NumCharacters
well established,7.36,2,16
well known and,7.69,3,14
well known that,7.66,3,15
well understood,7.37,2,15
welldefined,7.45,1,11
were able,7.23,2,9
were able to,7.28,3,12
were already,6.46,2,12
were assigned,7.59,2,13
were clearly,7.47,2,12
were completely,7.77,2,15
were destroyed,6.84,2,14
were due to,6.39,3,11
were expected to,5.55,3,16
were found,7.15,2,10
were fully,8.09,2,10
were included,6.77,2,13
were lost,5.38,2,9
were not able,5.73,3,13
were really,6.81,2,11
were reported,6.9,2,13
were required,7.67,2,13
were required to,6.7,3,16
were right,7.88,2,10
were supposed,5.15,2,13
were supposed to be,5.07,4,19
were unable to,6.12,3,14
were wrong,6.31,2,10
what appears to be,5.69,4,18
what are they,3.21,3,13
what is,4.68,2,7
what is more,6.36,3,12
what is required,6.23,3,16
what the hell is,1.52,4,16
whatever it is,3.31,3,14
when i was,6.63,3,10
when is it,4,3,10
when needed,5.85,2,11
where possible,4.9,2,14
whether or not,4.5,3,14
whether or not to,3.12,4,17
which appears to,5.27,3,16
which are more,6.3,3,14
which are very,5.8,3,14
which have been,6.33,3,15
which i believe,5.8,3,15
which identifies,6.55,2,16
which implies,5.34,2,13
which included,7.13,2,14
which is always,8.06,3,15
which is exactly,7.34,3,16
which is generally,5.38,3,18
which is in,5.9,3,11
which is most,5.84,3,13
which is often,6.08,3,14
which is one of,5.96,4,15
which is probably,4.15,3,17
which is usually,5.79,3,16
which is very,6.96,3,13
which is why,6.5,3,12
which is why i,6.15,4,14
which means,7.48,2,11
which resulted in,6.7,3,17
which seems to,5.17,3,14
which showed,7.1,2,12
which was a,6.12,3,11
whichever is,3.97,2,12
who can say,3.17,3,11
who is,5.13,2,6
who knows,1.38,2,9
wholly,7.23,1,6
will accept,6.54,2,11
will be added to,5.93,4,16
will be delivered,7.15,3,17
will be implemented,7.28,3,19
will be included,7.24,3,16
will be ready,6.8,3,13
will benefit,7.07,2,12
will certainly be,8.33,3,17
will depend,4.57,2,11
will include,8.03,2,12
will inevitably,6.88,2,15
will no doubt,7.83,3,13
will not be able,6.21,4,16
will not do,7.42,3,11
will remain,7.81,2,11
will surely,6.82,2,11
will undoubtedly,7.53,2,16
wish all,4.88,2,8
wish to see,4.8,3,11
wishes to,4,2,9
with certainty,8.13,2,14
without doubt,8.58,2,13
without hesitation,7.32,2,18
witnessed,7.6,1,9
won't be,5.94,2,8
wondering if,2.77,2,12
working in,6.23,2,10
works,7.32,1,5
would appear that,4.83,3,17
would be,5.73,2,8
would be considered,5.44,3,19
would be expected,6.18,3,17
would be preferable,5.5,3,19
would be required,7.32,3,17
would be required to,6.38,4,20
would be used,5.74,3,13
would certainly be,7.53,3,18
would entail,5.96,2,12
would expect,5.79,2,12
would have given,5.21,3,16
would have happened,5.69,3,19
would indicate that,6.45,3,19
would like to,5.88,3,13
would never,6.64,2,11
would seem to,5.4,3,13
would seem to be,5.3,4,16
would suggest,5.23,2,13
would surely,7,2,12
wouldn't be,5.77,2,11
wouldn't be able,5.03,3,16
written up,6.71,2,10
wrong about that,5.7,3,16
wrong about this,5.67,3,16
yearning,5,1,8
yep,7.07,1,3
yes he was,7.83,3,10
yet it is,5.48,3,9
yielding,5.2,1,8
you are absolutely,7.82,3,18
you believe,6.63,2,11
you can't,6.58,2,9
you can't be,5.54,3,12
you know this is,7.23,4,16
you probably,4.56,2,12
you think i'm,5.23,3,13
you understand,6.85,2,14
you were,6.96,2,8
you're going to,7.13,3,15
you're going to be,6.97,4,18
you're not the,4.7,3,14
you're right,8,2,12
you've done,6.8,2,11
you've got this,6.61,3,15
